StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_BallotBoxStuffing,consent,Q78,gender,gender_4_TEXT,Q102,education level,college year,degree type,desiner,desiner_1_TEXT,years of experience,stimuli-2d-3-1-li_1,stimuli-2d-3-1-va,stimuli-2d-3-1-ar,stimuli-2d-3-1-do,stimuli-2d-3-2-li_1,stimuli-2d-3-2-va,stimuli-2d-3-2-ar,stimuli-2d-3-2-do,stimuli-2d-3-3-li_1,stimuli-2d-3-3-va,stimuli-2d-3-3-ar,stimuli-2d-3-3-do,stimuli-2d-5-1-li_1,stimuli-2d-5-1-va,stimuli-2d-5-1-ar,stimuli-2d-5-1-do,stimuli-2d-5-2-li_1,stimuli-2d-5-2-va,stimuli-2d-5-2-ar,stimuli-2d-5-2-do,stimuli-2d-5-3-li_1,stimuli-2d-5-3-va,stimuli-2d-5-3-ar,stimuli-2d-5-3-do,stimuli-2d-8-1-li_1,stimuli-2d-8-1-va,stimuli-2d-8-1-ar,stimuli-2d-8-1-do,stimuli-2d-8-2-li_1,stimuli-2d-8-2-va,stimuli-2d-8-2-ar,stimuli-2d-8-2-do,stimuli-2d-8-3-li_1,stimuli-2d-8-3-va,stimuli-2d-8-3-ar,stimuli-2d-8-3-do,stimuli-2d-13-1-li_1,stimuli-2d-13-1-va,stimuli-2d-13-1-ar,stimuli-2d-13-1-do,stimuli-2d-13-2-li_1,stimuli-2d-13-2-va,stimuli-2d-13-2-ar,stimuli-2d-13-2-do,stimuli-2d-13-3-li_1,stimuli-2d-13-3-va,stimuli-2d-13-3-ar,stimuli-2d-13-3-do,stimuli-2d-22-1-li_1,stimuli-2d-22-1-va,stimuli-2d-22-1-ar,stimuli-2d-22-1-do,stimuli-2d-22-2-li_1,stimuli-2d-22-2-va,stimuli-2d-22-2-ar,stimuli-2d-22-2-do,stimuli-2d-22-3-li_1,stimuli-2d-22-3-va,stimuli-2d-22-3-ar,stimuli-2d-22-3-do,stimuli-2d-36-1-li_1,stimuli-2d-36-1-va,stimuli-2d-36-1-ar,stimuli-2d-36-1-do,stimuli-2d-36-2-li_1,stimuli-2d-36-2-va,stimuli-2d-36-2-ar,stimuli-2d-36-2-do,stimuli-2d-36-3-li_1,stimuli-2d-36-3-va,stimuli-2d-36-3-ar,stimuli-2d-36-3-do,stimuli-2d-60-1-li_1,stimuli-2d-60-1-va,stimuli-2d-60-1-ar,stimuli-2d-60-1-do,stimuli-2d-60-2-li_1,stimuli-2d-60-2-va,stimuli-2d-60-2-ar,stimuli-2d-60-2-do,stimuli-2d-60-3-li_1,stimuli-2d-60-3-va,stimuli-2d-60-3-ar,stimuli-2d-60-3-do,stimuli-2d-98-1-li_1,stimuli-2d-98-1-va,stimuli-2d-98-1-ar,stimuli-2d-98-1-do,stimuli-2d-98-2-li_1,stimuli-2d-98-2-va,stimuli-2d-98-2-ar,stimuli-2d-98-2-do,stimuli-2d-98-3-li_1,stimuli-2d-98-3-va,stimuli-2d-98-3-ar,stimuli-2d-98-3-do,stimuli-2d-162-1-li_1,stimuli-2d-162-1-va,stimuli-2d-162-1-ar,stimuli-2d-162-1-do,stimuli-2d-162-2-li_1,stimuli-2d-162-2-va,stimuli-2d-162-2-ar,stimuli-2d-162-2-do,stimuli-2d-162-3-li_1,stimuli-2d-162-3-va,stimuli-2d-162-3-ar,stimuli-2d-162-3-do,stimuli-2d-266-1-li_1,stimuli-2d-266-1-va,stimuli-2d-266-1-ar,stimuli-2d-266-1-do,stimuli-2d-266-2-li_1,stimuli-2d-266-2-va,stimuli-2d-266-2-ar,stimuli-2d-266-2-do,stimuli-2d-266-3-li_1,stimuli-2d-266-3-va,stimuli-2d-266-3-ar,stimuli-2d-266-3-do,stimuli-3d-3-1-li_1,stimuli-3d-3-1-va,stimuli-3d-3-1-ar,stimuli-3d-3-1-do,stimuli-3d-3-2-li_1,stimuli-3d-3-2-va,stimuli-3d-3-2-ar,stimuli-3d-3-2-do,stimuli-3d-3-3-li_1,stimuli-3d-3-3-va,stimuli-3d-3-3-ar,stimuli-3d-3-3-do,stimuli-3d-5-1-li_1,stimuli-3d-5-1-va,stimuli-3d-5-1-ar,stimuli-3d-5-1-do,stimuli-3d-5-2-li_1,stimuli-3d-5-2-va,stimuli-3d-5-2-ar,stimuli-3d-5-2-do,stimuli-3d-5-3-li_1,stimuli-3d-5-3-va,stimuli-3d-5-3-ar,stimuli-3d-5-3-do,stimuli-3d-8-1-li_1,stimuli-3d-8-1-va,stimuli-3d-8-1-ar,stimuli-3d-8-1-do,stimuli-3d-8-2-li_1,stimuli-3d-8-2-va,stimuli-3d-8-2-ar,stimuli-3d-8-2-do,stimuli-3d-8-3-li_1,stimuli-3d-8-3-va,stimuli-3d-8-3-ar,stimuli-3d-8-3-do,stimuli-3d-13-1-li_1,stimuli-3d-13-1-va,stimuli-3d-13-1-ar,stimuli-3d-13-1-do,stimuli-3d-13-2-li_1,stimuli-3d-13-2-va,stimuli-3d-13-2-ar,stimuli-3d-13-2-do,stimuli-3d-13-3-li_1,stimuli-3d-13-3-va,stimuli-3d-13-3-ar,stimuli-3d-13-3-do,stimuli-3d-22-1-li_1,stimuli-3d-22-1-va,stimuli-3d-22-1-ar,stimuli-3d-22-1-do,stimuli-3d-22-2-li_1,stimuli-3d-22-2-va,stimuli-3d-22-2-ar,stimuli-3d-22-2-do,stimuli-3d-22-3-li_1,stimuli-3d-22-3-va,stimuli-3d-22-3-ar,stimuli-3d-22-3-do,stimuli-3d-36-1-li_1,stimuli-3d-36-1-va,stimuli-3d-36-1-ar,stimuli-3d-36-1-do,stimuli-3d-36-2-li_1,stimuli-3d-36-2-va,stimuli-3d-36-2-ar,stimuli-3d-36-2-do,stimuli-3d-36-3-li_1,stimuli-3d-36-3-va,stimuli-3d-36-3-ar,stimuli-3d-36-3-do,stimuli-3d-60-1-li_1,stimuli-3d-60-1-va,stimuli-3d-60-1-ar,stimuli-3d-60-1-do,stimuli-3d-60-2-li_1,stimuli-3d-60-2-va,stimuli-3d-60-2-ar,stimuli-3d-60-2-do,stimuli-3d-60-3-li_1,stimuli-3d-60-3-va,stimuli-3d-60-3-ar,stimuli-3d-60-3-do,stimuli-3d-98-1-li_1,stimuli-3d-98-1-va,stimuli-3d-98-1-ar,stimuli-3d-98-1-do,stimuli-3d-98-2-li_1,stimuli-3d-98-2-va,stimuli-3d-98-2-ar,stimuli-3d-98-2-do,stimuli-3d-98-3-li_1,stimuli-3d-98-3-va,stimuli-3d-98-3-ar,stimuli-3d-98-3-do,stimuli-3d-162-1-li_1,stimuli-3d-162-1-va,stimuli-3d-162-1-ar,stimuli-3d-162-1-do,stimuli-3d-162-2-li_1,stimuli-3d-162-2-va,stimuli-3d-162-2-ar,stimuli-3d-162-2-do,stimuli-3d-162-3-li_1,stimuli-3d-162-3-va,stimuli-3d-162-3-ar,stimuli-3d-162-3-do,stimuli-3d-266-1-li_1,stimuli-3d-266-1-va,stimuli-3d-266-1-ar,stimuli-3d-266-1-do,stimuli-3d-266-2-li_1,stimuli-3d-266-2-va,stimuli-3d-266-2-ar,stimuli-3d-266-2-do,stimuli-3d-266-3-li_1,stimuli-3d-266-3-va,stimuli-3d-266-3-ar,stimuli-3d-266-3-do,stimuli-dot-3-1-li_1,stimuli-dot-3-1-va,stimuli-dot-3-1-ar,stimuli-dot-3-1-do,stimuli-dot-3-2-li_1,stimuli-dot-3-2-va,stimuli-dot-3-2-ar,stimuli-dot-3-2-do,stimuli-dot-3-3-li_1,stimuli-dot-3-3-va,stimuli-dot-3-3-ar,stimuli-dot-3-3-do,stimuli-dot-5-1-li_1,stimuli-dot-5-1-va,stimuli-dot-5-1-ar,stimuli-dot-5-1-do,stimuli-dot-5-2-li_1,stimuli-dot-5-2-va,stimuli-dot-5-2-ar,stimuli-dot-5-2-do,stimuli-dot-5-3-li_1,stimuli-dot-5-3-va,stimuli-dot-5-3-ar,stimuli-dot-5-3-do,stimuli-dot-8-1-li_1,stimuli-dot-8-1-va,stimuli-dot-8-1-ar,stimuli-dot-8-1-do,stimuli-dot-8-2-li_1,stimuli-dot-8-2-va,stimuli-dot-8-2-ar,stimuli-dot-8-2-do,stimuli-dot-8-3-li_1,stimuli-dot-8-3-va,stimuli-dot-8-3-ar,stimuli-dot-8-3-do,stimuli-dot-13-1-li_1,stimuli-dot-13-1-va,stimuli-dot-13-1-ar,stimuli-dot-13-1-do,stimuli-dot-13-2-li_1,stimuli-dot-13-2-va,stimuli-dot-13-2-ar,stimuli-dot-13-2-do,stimuli-dot-13-3-li_1,stimuli-dot-13-3-va,stimuli-dot-13-3-ar,stimuli-dot-13-3-do,stimuli-dot-22-1-li_1,stimuli-dot-22-1-va,stimuli-dot-22-1-ar,stimuli-dot-22-1-do,stimuli-dot-22-2-li_1,stimuli-dot-22-2-va,stimuli-dot-22-2-ar,stimuli-dot-22-2-do,stimuli-dot-22-3-li_1,stimuli-dot-22-3-va,stimuli-dot-22-3-ar,stimuli-dot-22-3-do,stimuli-dot-36-1-li_1,stimuli-dot-36-1-va,stimuli-dot-36-1-ar,stimuli-dot-36-1-do,stimuli-dot-36-2-li_1,stimuli-dot-36-2-va,stimuli-dot-36-2-ar,stimuli-dot-36-2-do,stimuli-dot-36-3-li_1,stimuli-dot-36-3-va,stimuli-dot-36-3-ar,stimuli-dot-36-3-do,stimuli-dot-60-1-li_1,stimuli-dot-60-1-va,stimuli-dot-60-1-ar,stimuli-dot-60-1-do,stimuli-dot-60-2-li_1,stimuli-dot-60-2-va,stimuli-dot-60-2-ar,stimuli-dot-60-2-do,stimuli-dot-60-3-li_1,stimuli-dot-60-3-va,stimuli-dot-60-3-ar,stimuli-dot-60-3-do,stimuli-dot-98-1-li_1,stimuli-dot-98-1-va,stimuli-dot-98-1-ar,stimuli-dot-98-1-do,stimuli-dot-98-2-li_1,stimuli-dot-98-2-va,stimuli-dot-98-2-ar,stimuli-dot-98-2-do,stimuli-dot-98-3-li_1,stimuli-dot-98-3-va,stimuli-dot-98-3-ar,stimuli-dot-98-3-do,stimuli-dot-162-1-li_1,stimuli-dot-162-1-va,stimuli-dot-162-1-ar,stimuli-dot-162-1-do,stimuli-dot-162-2-li_1,stimuli-dot-162-2-va,stimuli-dot-162-2-ar,stimuli-dot-162-2-do,stimuli-dot-162-3-li_1,stimuli-dot-162-3-va,stimuli-dot-162-3-ar,stimuli-dot-162-3-do,stimuli-dot-266-1-li_1,stimuli-dot-266-1-va,stimuli-dot-266-1-ar,stimuli-dot-266-1-do,stimuli-dot-266-2-li_1,stimuli-dot-266-2-va,stimuli-dot-266-2-ar,stimuli-dot-266-2-do,stimuli-dot-266-3-li_1,stimuli-dot-266-3-va,stimuli-dot-266-3-ar,stimuli-dot-266-3-do
2023-04-13 17:19,2023-04-13 19:14,EndereÃ§o IP,100,6915,Verdadeiro,2023-04-13 19:14,R_yxsh8bbmMjJBCQ9,anonymous,EN,,Yes,Yes,Woman,,Female,4 year degree,,Bachelor of Architecture and Urbanism,Yes. My area of design is,Architecture,3,1,5,1,3,1,5,2,3,1,5,1,3,2,4,2,3,2,3,3,3,1,5,1,3,2,4,2,3,2,4,2,3,3,3,3,3,2,4,2,3,3,3,3,3,3,3,3,3,4,2,4,3,3,3,3,3,4,3,3,3,4,2,4,3,5,1,5,3,5,1,5,3,5,1,5,3,4,2,4,3,5,1,5,3,4,2,4,3,5,1,5,3,5,1,5,3,5,1,5,3,5,1,5,3,5,1,5,3,5,1,5,3,5,1,5,3,5,1,5,3,1,5,1,3,1,5,1,3,1,5,1,3,1,5,1,3,2,4,2,3,1,5,1,3,2,4,2,3,2,4,2,3,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,2,4,3,5,1,5,3,5,1,5,3,5,1,5,3,5,1,5,3,5,1,5,3,5,1,5,3,5,1,5,3,5,1,5,3,1,5,1,3,1,5,1,3,1,5,1,3,1,5,1,3,1,5,1,3,1,5,1,3,2,4,2,3,2,4,2,3,1,5,1,3,2,4,2,3,2,4,2,3,2,4,2,3,2,4,2,3,4,2,4,3,3,3,3,3,3,3,3,3,4,3,4,3,4,2,4,3,5,1,5,3,5,1,5,3,4,2,4,3,5,1,5,3,4,2,4,3,5,1,5,3,5,1,5,3,5,1,5,3,5,1,5,3,5,1,5,3,5,1,5,3,5,1,5,3
2023-04-15 00:11,2023-04-15 00:50,EndereÃ§o IP,100,2313,Verdadeiro,2023-04-15 00:50,R_3oFRE0CpI1MTICU,anonymous,EN,,Yes,Yes,Man,,Male,4 year degree,,"Bachelors in Science, Microbiology",No,,,1,3,1,3,1,4,1,3,1,4,1,3,1,4,1,3,1,4,1,3,1,4,1,3,1,4,1,3,1,4,1,3,2,3,1,3,2,4,1,3,2,3,1,2,3,3,1,2,2,4,1,3,3,4,2,3,3,3,2,2,3,4,2,2,3,4,2,2,3,3,2,2,4,3,3,2,4,3,2,2,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,5,2,4,1,5,2,3,1,5,2,4,1,5,1,4,1,5,1,4,1,1,4,1,3,1,4,1,3,1,4,1,3,1,4,1,3,1,3,1,3,1,4,1,3,1,4,1,2,1,4,1,3,2,4,1,3,2,4,1,3,2,3,1,3,3,5,1,3,2,4,2,2,2,5,2,2,3,3,1,2,3,4,1,2,2,4,1,3,3,3,2,2,3,4,2,2,2,4,1,2,2,4,1,3,4,2,4,1,4,3,3,2,4,3,2,2,5,3,4,2,5,1,4,1,5,2,3,1,5,1,4,1,5,1,4,1,5,2,4,1,1,4,1,3,1,4,1,3,1,2,2,3,1,4,1,3,1,4,1,3,1,4,1,3,1,4,1,3,1,4,1,3,2,4,1,3,2,4,1,3,2,4,1,3,2,4,1,3,3,4,1,2,3,4,1,3,2,4,1,2,2,3,1,2,3,3,2,2,3,4,2,2,4,4,2,2,3,3,2,3,3,5,2,3,4,2,3,2,3,4,2,2,4,3,3,1,4,3,2,2,4,3,3,2,4,3,3,2,5,1,5,1,5,1,5,1,5,1,4,1
2023-04-17 15:24,2023-04-17 16:02,EndereÃ§o IP,100,2321,Verdadeiro,2023-04-17 16:02,R_AEvIDWQMxU5r9aV,anonymous,EN,,Yes,Yes,Woman,,Female,4 year degree,,Superior Completo Licenciada,No,,,1,3,1,3,1,3,2,3,1,3,2,3,1,3,2,3,1,3,2,3,1,3,2,3,2,3,2,3,1,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,5,3,4,3,5,3,4,3,1,3,1,3,1,3,1,3,1,3,2,3,1,3,3,3,1,3,3,4,1,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,4,3,2,3,3,3,4,3,3,3,3,3,4,3,4,3,4,3,4,3,5,3,5,3,4,3,4,3,5,3,5,3,1,3,2,3,1,3,1,3,1,3,2,3,2,3,2,3,1,3,2,3,1,3,2,3,1,3,3,3,1,3,2,3,1,3,2,3,2,3,2,3,2,3,3,3,2,3,2,3,2,3,2,3,3,3,3,3,3,3,4,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,3,4,3,4,3,4,3,3,3,4,3,4,3,4,3,3,3,5,3,4,3,5,3,5,3,4,3,5,3
2023-04-17 15:29,2023-04-17 16:35,EndereÃ§o IP,100,4003,Verdadeiro,2023-04-17 16:36,R_1rBODac0AY3Rixr,anonymous,EN,,Yes,Yes,Woman,,Female,Degree in progress (currently working on a degree),"i am studing to be a doctor, i havenÂ´t complete a year yet.",,No,,,1,5,1,4,2,4,2,3,1,5,2,4,3,4,2,3,2,4,2,3,3,4,2,3,3,3,2,3,3,3,3,2,3,3,3,3,4,2,4,2,4,2,4,2,4,3,4,1,4,2,4,1,4,3,4,2,4,2,4,2,5,2,4,2,4,2,3,2,5,1,5,1,4,2,4,2,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,2,5,2,4,1,5,2,4,2,5,3,4,2,5,3,4,2,3,2,2,3,4,3,3,4,2,4,1,3,3,3,2,3,3,3,4,4,2,4,2,4,2,4,2,4,2,4,1,4,2,3,2,4,2,4,1,4,2,4,2,4,2,4,2,4,2,4,2,4,2,3,1,4,3,4,4,4,2,4,1,4,2,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,2,5,2,4,2,5,2,4,1,5,1,4,2,4,3,3,2,4,1,3,1,3,3,1,3,3,3,2,3,3,3,3,3,3,3,4,4,3,4,2,3,4,2,2,3,3,3,2,4,2,4,1,4,2,2,3,4,2,4,2,4,2,4,2,4,3,2,2,4,2,3,2,4,4,2,1,4,2,4,2,4,2,4,2,5,1,4,2,5,2,5,2,5,1,4,2,5,1,5,1,5,1,5,1,5,1,4,2,5,1,5,1,5,1,5,1,5,1,5,1
2023-04-17 16:18,2023-04-17 16:59,EndereÃ§o IP,100,2472,Verdadeiro,2023-04-17 16:59,R_2Qm8a3vYCXKPhpH,anonymous,EN,,Yes,Yes,Woman,,Female,Professional degree,,Veterinary bachelor,No,,,1,5,1,5,1,5,1,5,2,5,1,5,1,4,1,5,2,4,1,3,1,4,1,5,3,3,1,4,2,4,1,4,3,3,1,4,2,4,2,2,3,3,1,3,3,3,2,3,3,3,2,3,3,3,2,3,3,4,2,3,4,2,3,3,4,3,1,3,4,2,3,3,4,3,2,4,4,2,2,3,4,2,3,3,4,2,4,2,4,2,3,3,5,1,5,3,5,1,4,2,5,1,4,2,5,1,5,1,5,1,5,1,5,2,4,3,5,1,4,2,1,4,1,4,1,5,1,5,1,5,1,5,2,4,2,4,1,5,1,5,1,4,2,4,3,3,1,3,2,3,2,3,2,3,2,3,3,3,2,3,4,2,3,3,2,3,2,3,3,3,3,4,4,2,4,2,4,2,2,2,4,2,2,2,3,3,2,2,4,2,3,2,4,3,2,2,4,4,3,3,4,3,2,3,5,1,5,1,5,1,4,2,5,1,5,1,5,1,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,2,4,3,5,1,5,1,1,5,1,5,1,5,1,4,1,5,1,5,3,3,1,4,1,5,1,5,2,4,1,4,3,3,2,3,3,3,1,3,1,5,2,3,4,3,2,3,1,5,1,4,3,3,2,3,3,3,2,4,4,3,3,3,2,3,2,3,2,3,2,3,4,2,3,3,4,2,2,3,4,2,3,3,4,2,2,3,5,2,4,2,4,2,3,2,4,2,3,3,4,1,4,2,5,1,5,1,5,1,4,2,5,1,5,3,5,1,5,1,5,1,5,1,5,1,5,1
2023-04-17 20:47,2023-04-17 21:28,EndereÃ§o IP,100,2507,Verdadeiro,2023-04-17 21:29,R_3DcMt9JhPaUhhRK,anonymous,EN,,Yes,Yes,Woman,,Female,Professional degree,,"Mkt, MBA",No,,,1,5,5,5,1,3,3,3,2,2,2,4,2,3,4,4,1,4,2,2,1,5,2,2,2,4,2,2,2,3,2,3,3,4,3,2,1,4,2,5,2,3,3,3,3,2,3,4,4,3,3,3,5,1,4,5,4,2,2,4,4,2,3,4,3,3,3,4,4,3,3,3,3,3,3,3,4,2,4,4,4,2,2,5,4,3,3,4,5,1,1,5,5,1,3,4,5,4,4,5,5,1,5,5,5,1,5,5,5,1,1,5,5,1,1,5,5,1,5,5,1,4,2,4,2,4,3,4,2,5,4,1,2,5,1,1,5,1,1,5,2,4,2,3,2,4,5,2,3,2,2,4,2,2,4,4,2,5,2,1,2,4,3,3,3,2,2,4,3,4,2,4,3,5,3,2,3,3,3,3,3,3,2,4,4,2,3,4,3,4,2,3,3,4,3,3,4,1,3,4,3,2,2,2,5,1,2,5,4,1,1,3,5,2,4,5,5,1,1,5,5,1,5,5,5,1,1,5,5,1,5,5,5,1,5,5,5,5,5,5,1,4,2,2,1,5,1,2,1,5,1,1,2,5,3,3,2,3,1,2,1,5,1,1,2,4,3,3,1,4,4,2,3,3,3,4,1,5,5,5,3,2,4,4,3,3,4,5,3,2,1,3,3,3,2,3,3,2,3,2,3,3,2,4,4,2,2,5,3,3,2,4,4,1,1,5,4,2,2,4,4,2,1,5,4,2,3,4,3,3,2,2,4,2,5,5,5,1,5,5,5,1,4,5,5,1,4,4,5,1,5,5,5,1,5,5,5,1,5,5
2023-04-18 01:09,2023-04-18 13:15,EndereÃ§o IP,100,43572,Verdadeiro,2023-04-18 13:15,R_3dWdXdSBFuHeaRX,anonymous,EN,,Yes,Yes,Woman,,Female,4 year degree,,"Bachelor in Architecture and Urbanism, Master of Arts in Development Studies",Yes. My area of design is,Architecture and Urbansim,5,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,2,3,1,3,1,3,1,3,1,3,1,3,2,3,1,3,2,3,1,3,2,3,1,3,3,3,2,3,3,3,1,3,3,3,2,3,4,3,2,3,4,2,3,3,4,3,2,3,3,4,2,3,4,3,2,3,5,2,4,3,5,3,4,3,5,2,3,3,5,1,5,3,5,1,5,3,5,1,4,3,5,1,5,3,5,1,3,3,5,1,4,3,5,1,3,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,3,3,1,3,2,3,1,3,2,3,1,3,3,3,1,3,2,3,1,3,3,3,1,3,3,3,2,3,3,3,1,3,3,3,2,3,3,3,2,3,3,3,2,3,2,3,2,3,2,3,1,3,3,3,2,3,3,3,3,3,5,1,4,3,5,1,4,3,4,2,4,3,5,3,4,3,5,1,5,3,5,1,3,3,5,1,5,5,5,1,5,3,5,1,5,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,2,3,1,3,1,3,1,3,1,3,1,3,2,3,1,3,2,3,1,3,3,3,1,3,3,3,1,3,2,3,1,3,3,3,2,3,2,3,1,3,3,3,2,3,3,4,3,3,3,3,2,3,3,3,2,3,4,3,2,3,4,3,2,3,5,3,4,3,4,3,3,3,3,3,3,3,5,1,4,3,5,1,4,3,5,5,5,3,5,1,5,3,5,1,5,3,5,1,5,3,5,1,5,3
2023-08-05 00:22,2023-08-05 00:52,EndereÃ§o IP,100,1826,Verdadeiro,2023-08-05 00:52,R_poR5vPJjRZC3pMl,anonymous,EN,,Yes,Yes,Man,,Male,Doctorate,,PhD Art History,Yes. My area of design is,,12,1,3,1,5,1,3,1,3,1,3,1,4,1,3,1,4,1,3,1,4,1,3,1,4,1,3,1,4,1,3,1,5,2,3,1,4,1,3,1,4,3,4,1,4,3,3,1,4,3,3,1,3,3,4,1,3,3,3,1,3,3,3,1,3,3,4,1,4,4,3,1,3,4,3,2,3,3,3,1,3,4,3,2,3,4,2,2,3,4,3,1,3,5,3,2,2,5,2,2,3,5,2,3,2,5,1,3,3,5,2,3,2,5,2,3,2,5,3,2,2,1,3,1,5,2,3,1,4,1,3,1,4,2,3,1,4,1,3,1,4,2,3,1,3,2,3,1,4,3,4,1,4,2,3,1,4,3,3,1,3,2,4,1,4,3,3,1,3,3,3,1,3,3,3,1,3,2,3,1,3,3,3,1,3,3,3,1,3,3,3,1,3,3,3,1,3,3,3,1,3,3,4,1,4,5,2,3,3,5,3,2,3,5,3,2,3,5,3,2,2,5,3,3,2,5,3,3,2,5,1,3,2,5,1,3,2,5,2,3,2,1,2,1,4,1,3,1,5,1,2,1,4,1,3,1,4,1,5,1,5,1,3,1,4,1,4,1,5,2,3,1,4,1,3,1,4,3,4,1,4,3,3,1,3,3,4,1,4,3,3,1,4,3,3,1,4,3,3,1,3,3,3,1,4,4,3,1,3,3,3,1,3,2,3,1,3,4,3,2,3,4,2,2,3,4,3,2,3,4,3,1,3,5,2,3,3,5,3,2,2,5,2,2,3,5,2,3,3,5,1,3,2,5,1,3,2,5,1,3,2
2023-08-09 12:54,2023-08-09 13:19,EndereÃ§o IP,100,1542,Verdadeiro,2023-08-09 13:19,R_1255J29hb8VZkBX,anonymous,EN,,Yes,Yes,Woman,,Female,Professional degree,,Civil engineering - Graduation,No,,,1,5,2,2,1,5,2,2,2,4,2,2,2,4,2,2,1,5,2,2,2,5,2,2,2,4,2,2,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,4,2,4,4,3,3,3,3,4,2,4,4,4,2,4,4,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,1,5,1,2,1,5,2,2,1,5,2,2,2,4,2,2,2,4,2,2,2,4,2,2,3,3,3,3,2,4,2,2,3,4,3,3,3,3,3,4,4,2,4,4,4,2,4,4,4,2,4,4,4,2,4,4,4,2,4,4,4,2,4,4,4,2,4,4,4,2,4,4,4,2,4,4,4,2,4,4,4,2,4,4,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,1,5,2,2,1,5,2,2,1,4,2,2,1,5,2,2,2,4,2,2,2,4,2,2,2,4,2,2,2,4,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,2,4,4,4,2,4,4,4,2,4,4,4,2,4,4,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5
2023-08-09 13:10,2023-08-09 13:50,EndereÃ§o IP,100,2421,Verdadeiro,2023-08-09 13:50,R_vuzEvtHqTg9cQjD,anonymous,EN,,Yes,Yes,Woman,,Female,2 year degree,,Leadership program and an Emergency Management program,No,,,3,5,1,5,2,5,1,5,3,4,1,5,3,4,2,4,3,4,1,5,3,5,1,5,3,4,2,4,4,3,2,3,4,3,3,3,4,3,2,4,4,3,2,4,4,3,2,4,4,3,2,4,4,3,2,4,4,2,2,4,5,2,3,3,5,2,3,3,5,1,4,2,5,2,4,2,4,2,2,3,5,1,4,2,5,1,5,1,5,2,3,3,5,1,5,2,5,1,4,2,5,1,4,2,5,2,3,2,5,1,5,1,5,1,5,2,5,2,3,3,2,5,1,5,2,5,1,5,2,4,1,5,3,4,2,4,3,4,1,4,3,4,1,5,4,3,3,4,4,4,2,5,4,3,2,3,4,2,2,4,4,2,3,3,4,2,2,4,5,2,2,4,4,2,2,3,4,2,3,3,5,2,4,3,4,2,3,3,4,2,3,3,4,3,3,3,5,2,3,2,4,3,2,4,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,2,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,2,4,1,5,3,5,1,5,2,5,1,5,3,4,1,5,3,4,1,5,3,4,1,5,3,3,1,4,4,3,3,4,3,3,2,4,5,2,3,3,4,2,3,3,4,3,2,4,5,2,4,3,5,2,3,4,4,2,2,3,4,3,3,3,5,1,4,2,5,2,4,2,5,1,4,3,5,1,4,2,5,2,4,2,5,1,4,2,5,2,3,3,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1
