StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_BallotBoxStuffing,consent,Q78,gender,gender_4_TEXT,Q102,education level,college year,degree type,desiner,desiner_1_TEXT,years of experience,stimuli-2d-3-1-li_1,stimuli-2d-3-1-va,stimuli-2d-3-1-ar,stimuli-2d-3-1-do,stimuli-2d-3-2-li_1,stimuli-2d-3-2-va,stimuli-2d-3-2-ar,stimuli-2d-3-2-do,stimuli-2d-3-3-li_1,stimuli-2d-3-3-va,stimuli-2d-3-3-ar,stimuli-2d-3-3-do,stimuli-2d-5-1-li_1,stimuli-2d-5-1-va,stimuli-2d-5-1-ar,stimuli-2d-5-1-do,stimuli-2d-5-2-li_1,stimuli-2d-5-2-va,stimuli-2d-5-2-ar,stimuli-2d-5-2-do,stimuli-2d-5-3-li_1,stimuli-2d-5-3-va,stimuli-2d-5-3-ar,stimuli-2d-5-3-do,stimuli-2d-8-1-li_1,stimuli-2d-8-1-va,stimuli-2d-8-1-ar,stimuli-2d-8-1-do,stimuli-2d-8-2-li_1,stimuli-2d-8-2-va,stimuli-2d-8-2-ar,stimuli-2d-8-2-do,stimuli-2d-8-3-li_1,stimuli-2d-8-3-va,stimuli-2d-8-3-ar,stimuli-2d-8-3-do,stimuli-2d-13-1-li_1,stimuli-2d-13-1-va,stimuli-2d-13-1-ar,stimuli-2d-13-1-do,stimuli-2d-13-2-li_1,stimuli-2d-13-2-va,stimuli-2d-13-2-ar,stimuli-2d-13-2-do,stimuli-2d-13-3-li_1,stimuli-2d-13-3-va,stimuli-2d-13-3-ar,stimuli-2d-13-3-do,stimuli-2d-22-1-li_1,stimuli-2d-22-1-va,stimuli-2d-22-1-ar,stimuli-2d-22-1-do,stimuli-2d-22-2-li_1,stimuli-2d-22-2-va,stimuli-2d-22-2-ar,stimuli-2d-22-2-do,stimuli-2d-22-3-li_1,stimuli-2d-22-3-va,stimuli-2d-22-3-ar,stimuli-2d-22-3-do,stimuli-2d-36-1-li_1,stimuli-2d-36-1-va,stimuli-2d-36-1-ar,stimuli-2d-36-1-do,stimuli-2d-36-2-li_1,stimuli-2d-36-2-va,stimuli-2d-36-2-ar,stimuli-2d-36-2-do,stimuli-2d-36-3-li_1,stimuli-2d-36-3-va,stimuli-2d-36-3-ar,stimuli-2d-36-3-do,stimuli-2d-60-1-li_1,stimuli-2d-60-1-va,stimuli-2d-60-1-ar,stimuli-2d-60-1-do,stimuli-2d-60-2-li_1,stimuli-2d-60-2-va,stimuli-2d-60-2-ar,stimuli-2d-60-2-do,stimuli-2d-60-3-li_1,stimuli-2d-60-3-va,stimuli-2d-60-3-ar,stimuli-2d-60-3-do,stimuli-2d-98-1-li_1,stimuli-2d-98-1-va,stimuli-2d-98-1-ar,stimuli-2d-98-1-do,stimuli-2d-98-2-li_1,stimuli-2d-98-2-va,stimuli-2d-98-2-ar,stimuli-2d-98-2-do,stimuli-2d-98-3-li_1,stimuli-2d-98-3-va,stimuli-2d-98-3-ar,stimuli-2d-98-3-do,stimuli-2d-162-1-li_1,stimuli-2d-162-1-va,stimuli-2d-162-1-ar,stimuli-2d-162-1-do,stimuli-2d-162-2-li_1,stimuli-2d-162-2-va,stimuli-2d-162-2-ar,stimuli-2d-162-2-do,stimuli-2d-162-3-li_1,stimuli-2d-162-3-va,stimuli-2d-162-3-ar,stimuli-2d-162-3-do,stimuli-2d-266-1-li_1,stimuli-2d-266-1-va,stimuli-2d-266-1-ar,stimuli-2d-266-1-do,stimuli-2d-266-2-li_1,stimuli-2d-266-2-va,stimuli-2d-266-2-ar,stimuli-2d-266-2-do,stimuli-2d-266-3-li_1,stimuli-2d-266-3-va,stimuli-2d-266-3-ar,stimuli-2d-266-3-do,stimuli-3d-3-1-li_1,stimuli-3d-3-1-va,stimuli-3d-3-1-ar,stimuli-3d-3-1-do,stimuli-3d-3-2-li_1,stimuli-3d-3-2-va,stimuli-3d-3-2-ar,stimuli-3d-3-2-do,stimuli-3d-3-3-li_1,stimuli-3d-3-3-va,stimuli-3d-3-3-ar,stimuli-3d-3-3-do,stimuli-3d-5-1-li_1,stimuli-3d-5-1-va,stimuli-3d-5-1-ar,stimuli-3d-5-1-do,stimuli-3d-5-2-li_1,stimuli-3d-5-2-va,stimuli-3d-5-2-ar,stimuli-3d-5-2-do,stimuli-3d-5-3-li_1,stimuli-3d-5-3-va,stimuli-3d-5-3-ar,stimuli-3d-5-3-do,stimuli-3d-8-1-li_1,stimuli-3d-8-1-va,stimuli-3d-8-1-ar,stimuli-3d-8-1-do,stimuli-3d-8-2-li_1,stimuli-3d-8-2-va,stimuli-3d-8-2-ar,stimuli-3d-8-2-do,stimuli-3d-8-3-li_1,stimuli-3d-8-3-va,stimuli-3d-8-3-ar,stimuli-3d-8-3-do,stimuli-3d-13-1-li_1,stimuli-3d-13-1-va,stimuli-3d-13-1-ar,stimuli-3d-13-1-do,stimuli-3d-13-2-li_1,stimuli-3d-13-2-va,stimuli-3d-13-2-ar,stimuli-3d-13-2-do,stimuli-3d-13-3-li_1,stimuli-3d-13-3-va,stimuli-3d-13-3-ar,stimuli-3d-13-3-do,stimuli-3d-22-1-li_1,stimuli-3d-22-1-va,stimuli-3d-22-1-ar,stimuli-3d-22-1-do,stimuli-3d-22-2-li_1,stimuli-3d-22-2-va,stimuli-3d-22-2-ar,stimuli-3d-22-2-do,stimuli-3d-22-3-li_1,stimuli-3d-22-3-va,stimuli-3d-22-3-ar,stimuli-3d-22-3-do,stimuli-3d-36-1-li_1,stimuli-3d-36-1-va,stimuli-3d-36-1-ar,stimuli-3d-36-1-do,stimuli-3d-36-2-li_1,stimuli-3d-36-2-va,stimuli-3d-36-2-ar,stimuli-3d-36-2-do,stimuli-3d-36-3-li_1,stimuli-3d-36-3-va,stimuli-3d-36-3-ar,stimuli-3d-36-3-do,stimuli-3d-60-1-li_1,stimuli-3d-60-1-va,stimuli-3d-60-1-ar,stimuli-3d-60-1-do,stimuli-3d-60-2-li_1,stimuli-3d-60-2-va,stimuli-3d-60-2-ar,stimuli-3d-60-2-do,stimuli-3d-60-3-li_1,stimuli-3d-60-3-va,stimuli-3d-60-3-ar,stimuli-3d-60-3-do,stimuli-3d-98-1-li_1,stimuli-3d-98-1-va,stimuli-3d-98-1-ar,stimuli-3d-98-1-do,stimuli-3d-98-2-li_1,stimuli-3d-98-2-va,stimuli-3d-98-2-ar,stimuli-3d-98-2-do,stimuli-3d-98-3-li_1,stimuli-3d-98-3-va,stimuli-3d-98-3-ar,stimuli-3d-98-3-do,stimuli-3d-162-1-li_1,stimuli-3d-162-1-va,stimuli-3d-162-1-ar,stimuli-3d-162-1-do,stimuli-3d-162-2-li_1,stimuli-3d-162-2-va,stimuli-3d-162-2-ar,stimuli-3d-162-2-do,stimuli-3d-162-3-li_1,stimuli-3d-162-3-va,stimuli-3d-162-3-ar,stimuli-3d-162-3-do,stimuli-3d-266-1-li_1,stimuli-3d-266-1-va,stimuli-3d-266-1-ar,stimuli-3d-266-1-do,stimuli-3d-266-2-li_1,stimuli-3d-266-2-va,stimuli-3d-266-2-ar,stimuli-3d-266-2-do,stimuli-3d-266-3-li_1,stimuli-3d-266-3-va,stimuli-3d-266-3-ar,stimuli-3d-266-3-do,stimuli-dot-3-1-li_1,stimuli-dot-3-1-va,stimuli-dot-3-1-ar,stimuli-dot-3-1-do,stimuli-dot-3-2-li_1,stimuli-dot-3-2-va,stimuli-dot-3-2-ar,stimuli-dot-3-2-do,stimuli-dot-3-3-li_1,stimuli-dot-3-3-va,stimuli-dot-3-3-ar,stimuli-dot-3-3-do,stimuli-dot-5-1-li_1,stimuli-dot-5-1-va,stimuli-dot-5-1-ar,stimuli-dot-5-1-do,stimuli-dot-5-2-li_1,stimuli-dot-5-2-va,stimuli-dot-5-2-ar,stimuli-dot-5-2-do,stimuli-dot-5-3-li_1,stimuli-dot-5-3-va,stimuli-dot-5-3-ar,stimuli-dot-5-3-do,stimuli-dot-8-1-li_1,stimuli-dot-8-1-va,stimuli-dot-8-1-ar,stimuli-dot-8-1-do,stimuli-dot-8-2-li_1,stimuli-dot-8-2-va,stimuli-dot-8-2-ar,stimuli-dot-8-2-do,stimuli-dot-8-3-li_1,stimuli-dot-8-3-va,stimuli-dot-8-3-ar,stimuli-dot-8-3-do,stimuli-dot-13-1-li_1,stimuli-dot-13-1-va,stimuli-dot-13-1-ar,stimuli-dot-13-1-do,stimuli-dot-13-2-li_1,stimuli-dot-13-2-va,stimuli-dot-13-2-ar,stimuli-dot-13-2-do,stimuli-dot-13-3-li_1,stimuli-dot-13-3-va,stimuli-dot-13-3-ar,stimuli-dot-13-3-do,stimuli-dot-22-1-li_1,stimuli-dot-22-1-va,stimuli-dot-22-1-ar,stimuli-dot-22-1-do,stimuli-dot-22-2-li_1,stimuli-dot-22-2-va,stimuli-dot-22-2-ar,stimuli-dot-22-2-do,stimuli-dot-22-3-li_1,stimuli-dot-22-3-va,stimuli-dot-22-3-ar,stimuli-dot-22-3-do,stimuli-dot-36-1-li_1,stimuli-dot-36-1-va,stimuli-dot-36-1-ar,stimuli-dot-36-1-do,stimuli-dot-36-2-li_1,stimuli-dot-36-2-va,stimuli-dot-36-2-ar,stimuli-dot-36-2-do,stimuli-dot-36-3-li_1,stimuli-dot-36-3-va,stimuli-dot-36-3-ar,stimuli-dot-36-3-do,stimuli-dot-60-1-li_1,stimuli-dot-60-1-va,stimuli-dot-60-1-ar,stimuli-dot-60-1-do,stimuli-dot-60-2-li_1,stimuli-dot-60-2-va,stimuli-dot-60-2-ar,stimuli-dot-60-2-do,stimuli-dot-60-3-li_1,stimuli-dot-60-3-va,stimuli-dot-60-3-ar,stimuli-dot-60-3-do,stimuli-dot-98-1-li_1,stimuli-dot-98-1-va,stimuli-dot-98-1-ar,stimuli-dot-98-1-do,stimuli-dot-98-2-li_1,stimuli-dot-98-2-va,stimuli-dot-98-2-ar,stimuli-dot-98-2-do,stimuli-dot-98-3-li_1,stimuli-dot-98-3-va,stimuli-dot-98-3-ar,stimuli-dot-98-3-do,stimuli-dot-162-1-li_1,stimuli-dot-162-1-va,stimuli-dot-162-1-ar,stimuli-dot-162-1-do,stimuli-dot-162-2-li_1,stimuli-dot-162-2-va,stimuli-dot-162-2-ar,stimuli-dot-162-2-do,stimuli-dot-162-3-li_1,stimuli-dot-162-3-va,stimuli-dot-162-3-ar,stimuli-dot-162-3-do,stimuli-dot-266-1-li_1,stimuli-dot-266-1-va,stimuli-dot-266-1-ar,stimuli-dot-266-1-do,stimuli-dot-266-2-li_1,stimuli-dot-266-2-va,stimuli-dot-266-2-ar,stimuli-dot-266-2-do,stimuli-dot-266-3-li_1,stimuli-dot-266-3-va,stimuli-dot-266-3-ar,stimuli-dot-266-3-do
2023-08-09 14:36,2023-08-09 15:03,Endere̤o IP,100,1606,Verdadeiro,2023-08-09 15:03,R_3OkqVPdKMXMlHq5,anonymous,EN,,Yes,Yes,Man,,Male,2 year degree,,Information Technology and Applied Systems,No,,,1,3,1,5,1,1,1,5,2,4,2,4,1,3,2,5,2,4,2,4,1,1,2,4,1,2,2,4,2,3,2,4,2,4,2,4,2,3,2,4,1,2,3,3,2,3,3,3,2,2,3,3,4,3,3,2,4,4,4,2,4,3,4,3,3,3,3,3,4,2,4,2,3,3,3,3,3,3,3,3,4,2,4,2,5,2,5,1,4,2,4,1,4,4,4,2,4,2,5,2,4,2,4,2,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,1,2,1,5,1,2,1,5,1,1,1,5,2,2,2,4,1,4,2,4,2,2,2,4,2,3,2,4,2,2,2,4,1,2,2,4,2,4,2,4,3,3,2,3,3,3,3,4,3,4,3,3,4,4,4,2,3,3,3,2,3,3,4,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,2,4,2,5,1,5,1,4,4,4,2,4,3,4,2,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,1,1,1,5,1,1,1,5,1,2,1,5,1,2,1,5,1,3,2,5,1,1,1,5,2,3,2,3,1,1,1,4,2,3,2,2,2,2,3,4,3,3,3,3,2,3,4,3,3,3,3,3,2,3,3,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,4,3,3,3,3,4,3,4,2,3,3,4,3,4,4,4,2,4,2,4,2,5,2,4,2,5,1,5,1,4,3,4,2,5,1,5,1,5,1,5,1,5,2,5,1
2023-08-09 15:05,2023-08-09 15:40,Endere̤o IP,100,2100,Verdadeiro,2023-08-09 15:40,R_2SoFjCbgm4iQV2C,anonymous,EN,,Yes,Yes,Woman,,Female,4 year degree,,"Bachelor of Social Sciences (Honours Political Science, Concentration Communications)",No,,,1,4,2,4,1,5,2,4,1,5,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,3,3,4,3,4,2,3,4,4,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,5,1,5,1,4,3,4,2,4,2,4,2,5,1,5,1,5,2,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,1,5,2,4,1,5,2,3,1,4,2,5,1,4,2,4,1,4,3,3,3,5,3,3,3,4,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,4,2,3,4,3,3,3,5,1,4,1,4,2,4,2,4,3,3,3,4,3,4,2,5,1,5,1,4,3,3,3,4,3,3,3,4,3,4,2,4,3,3,3,5,1,5,1,5,2,5,2,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,1,5,2,4,1,5,2,4,1,5,2,4,1,5,2,4,3,5,3,3,2,5,2,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,2,4,3,4,2,4,3,3,3,4,2,4,2,4,3,4,2,4,2,4,2,4,2,4,2,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1
2023-08-09 14:16,2023-08-09 15:41,Endere̤o IP,100,5100,Verdadeiro,2023-08-09 15:41,R_3CN1ixD1T3vVLz2,anonymous,EN,,Yes,Yes,Man,,Male,High school graduate,,,No,,,1,4,1,5,1,4,1,5,1,4,1,4,1,4,2,3,1,4,1,4,1,4,1,4,2,4,2,4,3,4,2,2,2,4,3,3,3,4,3,2,2,4,2,2,3,3,3,2,4,3,3,2,4,3,3,2,4,2,4,1,4,3,3,1,4,2,4,1,5,2,5,1,4,2,4,1,5,2,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,1,4,1,5,1,4,1,4,1,4,1,5,2,4,3,3,1,4,1,4,1,4,1,4,3,4,2,2,2,4,2,3,2,4,3,2,3,4,3,2,3,4,3,2,3,4,3,2,3,3,3,2,4,2,4,2,3,4,3,2,4,3,3,2,4,3,3,1,3,3,2,2,4,2,4,1,4,3,3,2,4,3,3,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,1,4,2,4,1,4,1,4,1,4,2,5,2,4,2,3,1,4,2,3,2,4,2,3,2,4,2,3,2,4,2,2,2,4,2,3,3,4,2,2,3,4,3,3,3,4,3,2,4,2,4,2,4,3,3,2,3,4,3,2,4,3,4,2,4,2,4,2,4,2,4,2,5,1,5,1,4,2,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1
2023-08-09 19:53,2023-08-09 20:24,Endere̤o IP,100,1874,Verdadeiro,2023-08-09 20:24,R_1zBqdbS0EHCf2wN,anonymous,EN,,Yes,Yes,Man,,Female,2 year degree,,Information computer systems technology diploma,No,,,1,4,3,2,1,3,3,2,1,3,3,3,1,3,3,3,2,2,2,2,1,3,3,3,2,3,3,3,2,3,3,3,3,3,3,2,3,4,4,4,3,2,2,2,4,2,2,2,4,2,2,3,5,2,2,2,5,2,2,2,5,5,4,2,5,2,2,1,5,2,2,4,5,2,1,1,5,2,1,1,5,2,2,2,5,2,2,2,5,2,2,2,5,2,2,1,5,2,2,1,5,2,2,1,5,2,2,2,5,2,2,1,5,2,2,2,5,2,2,2,1,3,3,2,1,2,2,2,1,3,3,3,2,2,2,2,2,3,3,3,1,3,3,2,2,4,2,2,3,3,3,3,3,3,3,3,4,2,2,2,4,2,2,2,3,3,2,3,5,3,3,2,5,4,2,2,5,2,2,1,4,2,2,1,5,3,3,3,4,3,3,2,4,2,3,3,5,2,2,2,5,2,2,2,5,2,2,2,5,2,2,1,5,2,2,2,5,1,1,1,5,1,1,1,5,2,2,1,5,2,2,1,5,4,2,1,5,2,2,1,1,2,2,2,1,3,3,2,1,3,3,2,2,3,3,3,1,4,2,3,1,3,3,2,2,3,4,4,3,3,3,3,2,4,4,4,4,4,4,3,4,3,3,2,3,3,3,3,4,2,2,2,5,2,2,1,5,2,2,2,4,2,2,1,5,2,2,2,5,2,2,2,5,2,2,2,5,2,2,2,4,2,2,2,5,2,2,1,5,2,2,1,5,2,1,1,5,2,2,4,5,2,2,3,5,2,2,1,5,1,1,1,5,2,2,2,5,1,1,1
2023-08-16 14:31,2023-08-16 14:56,Endere̤o IP,100,1489,Verdadeiro,2023-08-16 14:56,R_8iXdUBpVmthYvPr,anonymous,EN,,Yes,Yes,Man,,Male,2 year degree,,Certified Local Government Administration,No,,,1,4,4,4,1,4,4,4,1,4,3,3,2,4,3,3,1,4,3,3,1,4,4,3,2,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,5,2,3,3,5,2,2,3,5,2,3,3,5,2,3,3,5,2,3,3,5,2,3,3,5,2,2,3,5,2,2,3,5,2,3,3,5,2,2,3,5,2,2,3,5,2,2,3,5,2,2,3,1,4,4,3,1,4,4,3,1,4,4,3,2,3,3,3,1,4,3,3,1,4,4,3,3,4,3,3,2,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,2,4,3,2,3,2,3,3,3,4,3,3,3,4,3,3,3,5,2,3,3,5,2,3,3,5,2,2,3,5,2,2,3,5,2,2,3,5,2,2,3,5,2,2,3,5,2,2,2,5,2,2,3,1,4,4,3,1,4,4,3,1,4,4,3,1,4,3,3,1,4,3,3,1,4,4,3,3,4,3,3,3,3,3,3,2,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,5,2,3,3,4,3,3,3,4,3,3,3,4,2,3,3,5,2,2,3,5,2,2,3,5,2,2,3,5,2,2,2,5,2,3,3,5,1,2,2,5,2,2,3
2023-09-25 20:24,2023-09-25 20:51,Endere̤o IP,100,1584,Verdadeiro,2023-09-25 20:51,R_UtCcUHN1IcNEmGJ,anonymous,EN,,Yes,Yes,Woman,,Female,Degree in progress (currently working on a degree),civil engineering and 4 years of 5,,No,,,1,5,1,3,1,5,1,4,1,5,1,4,1,5,1,4,1,5,1,4,2,5,1,4,3,5,1,4,3,5,1,4,3,5,1,4,3,5,1,4,3,5,1,4,4,3,3,2,4,2,3,2,4,3,3,2,4,2,4,2,4,3,3,3,4,2,3,3,4,2,4,2,4,3,2,2,5,2,4,2,4,2,4,2,5,1,5,1,5,1,5,1,5,2,4,2,5,1,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,1,5,1,4,1,5,1,4,1,5,1,4,2,5,1,3,1,5,1,4,1,5,1,4,3,5,1,4,2,5,1,4,3,5,1,4,3,5,1,4,3,5,1,4,3,5,1,4,4,2,3,2,3,4,2,3,3,5,1,4,3,5,1,3,3,4,1,3,4,3,2,2,3,4,3,3,3,5,2,3,3,4,2,3,4,2,4,2,4,3,3,2,5,1,5,1,5,1,5,1,5,1,5,1,4,2,3,3,5,1,5,1,5,1,4,4,5,1,4,4,1,5,1,4,1,5,1,4,1,5,1,4,1,5,1,4,1,5,1,4,3,5,1,4,3,5,1,3,3,5,1,4,3,5,1,4,2,4,1,2,3,5,1,3,4,3,3,2,3,4,1,3,4,2,4,2,4,3,3,2,4,3,3,2,4,2,3,2,4,2,4,2,5,1,4,1,5,1,4,2,4,3,3,3,4,3,3,2,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1
2023-09-25 20:24,2023-09-25 20:57,Endere̤o IP,100,1983,Verdadeiro,2023-09-25 20:57,R_1i22psRhp7DLbbX,anonymous,EN,,Yes,Yes,Woman,,Female,Doctorate,,"MSc, PhD and Habilitation in Computer Science",Yes. My area of design is,Software Design,40,1,5,3,5,1,5,3,5,3,5,1,3,3,3,1,3,1,5,2,5,1,5,1,4,3,3,1,3,4,2,3,2,3,4,3,4,4,3,3,4,4,2,4,2,5,1,5,1,4,3,3,4,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,1,5,1,3,1,5,3,5,1,5,1,4,3,4,1,2,2,5,1,4,3,4,2,4,4,2,3,2,4,2,2,2,4,1,4,1,5,1,3,2,5,1,5,1,4,2,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,5,5,1,1,5,1,3,1,5,1,4,2,4,1,4,3,5,1,3,3,3,1,2,2,5,3,5,3,3,2,3,3,3,1,4,4,2,3,2,4,2,3,2,3,3,1,4,5,1,5,1,5,1,5,1,5,1,5,1,5,2,4,2,5,1,4,2,5,1,5,1,5,1,5,1,5,1,5,1,5,2,3,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1
2023-09-25 21:38,2023-09-25 22:14,Endere̤o IP,100,2161,Verdadeiro,2023-09-25 22:14,R_Ze3vmcozToDNEQx,anonymous,EN,,Yes,Yes,Man,,Male,Professional degree,,Master Degree in Natural Resources,Yes. My area of design is,Architectural,17,1,5,1,4,1,4,1,5,3,3,3,4,3,3,3,4,2,4,3,4,2,4,2,4,3,4,3,5,3,3,3,3,3,4,3,4,3,3,4,3,3,4,2,5,3,4,3,4,3,4,4,3,4,2,4,2,3,3,3,3,4,3,4,1,4,3,3,3,4,3,4,2,4,3,4,1,4,3,4,1,5,1,5,1,5,2,5,1,5,1,5,1,5,2,5,1,5,2,5,1,5,1,5,1,5,1,5,1,5,2,5,1,5,1,5,1,5,1,4,5,1,4,1,5,1,4,1,5,1,4,1,4,3,3,2,4,1,3,2,2,1,4,1,5,3,4,2,5,3,4,3,4,3,4,3,5,3,3,3,4,3,4,3,3,3,4,3,3,3,3,4,2,4,4,4,2,4,3,4,1,3,3,2,3,3,3,3,3,4,2,4,2,4,3,4,2,4,3,4,2,4,3,4,2,5,1,5,1,4,2,5,1,5,2,4,2,4,2,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,1,4,1,5,1,4,1,5,1,4,1,5,2,4,2,5,2,4,1,5,2,3,2,5,3,5,2,5,3,4,2,4,3,3,3,3,3,3,3,3,3,3,4,2,3,3,4,3,3,3,4,2,3,4,3,3,4,2,5,1,4,2,5,1,4,2,5,2,4,2,4,2,4,3,4,1,4,2,5,1,4,2,5,1,4,2,5,1,4,2,4,2,5,3,5,1,5,2,5,1,5,2,5,1,5,2,4,1,5,1,5,1,5,1,5,1,5,1,5,1
2023-09-25 21:54,2023-09-25 22:27,Endere̤o IP,100,1997,Verdadeiro,2023-09-25 22:27,R_31ot9sXCLh7rAkE,anonymous,EN,,Yes,Yes,Genderqueer,,Male,4 year degree,,Master of Business Administration - MBA - Artificial Intelligence and Big Data,No,,,1,5,4,4,1,5,4,4,1,4,4,4,1,5,4,4,1,5,4,4,1,5,4,4,1,5,4,4,3,3,4,3,3,4,3,3,3,4,3,3,4,4,3,2,4,3,3,2,4,3,3,2,4,3,3,2,4,3,2,2,4,2,2,2,4,3,3,2,5,2,2,1,4,3,2,1,5,2,2,1,5,2,2,1,5,2,1,1,5,2,2,1,5,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,1,5,5,4,1,5,4,4,1,5,4,4,1,5,4,4,1,5,4,4,1,5,4,4,2,4,4,3,2,4,4,2,2,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,2,4,2,2,1,4,3,3,2,3,3,3,2,4,3,2,2,3,3,3,2,4,4,3,2,5,2,1,1,5,1,1,1,5,2,2,1,5,2,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,1,5,4,4,1,5,4,4,1,5,5,4,1,4,4,4,1,5,4,4,1,5,4,4,2,4,3,4,2,4,4,4,2,4,4,3,2,3,3,3,3,4,3,3,3,4,3,3,4,3,3,2,4,3,3,1,3,3,3,2,4,3,3,2,4,3,3,3,4,3,3,2,5,2,2,1,5,2,2,1,5,2,2,2,5,2,2,1,4,2,2,1,5,1,1,1,5,1,1,1,5,1,1,1,5,2,2,1,5,1,1,1,5,1,1,1,5,1,1,1
2023-09-25 23:06,2023-09-25 23:33,Endere̤o IP,100,1590,Verdadeiro,2023-09-25 23:33,R_pKtJqVexznwsjId,anonymous,EN,,Yes,Yes,Woman,,Female,Professional degree,,Bachelor in Administration,No,,,1,5,1,2,1,5,1,2,1,5,1,2,1,4,2,3,1,5,1,2,2,5,1,2,1,5,1,2,3,4,2,2,4,3,2,3,4,2,3,3,4,3,2,3,5,2,3,3,5,1,3,4,4,2,3,4,5,2,3,3,5,1,5,5,5,1,5,4,5,1,5,5,5,2,4,4,5,1,5,5,5,1,5,5,5,1,4,3,5,1,4,5,5,1,5,5,5,1,5,5,5,1,5,5,5,2,4,3,5,1,5,5,5,1,5,5,5,1,4,3,1,5,1,2,1,5,1,2,1,5,1,2,2,5,1,2,3,4,1,2,2,4,1,2,3,3,2,3,3,3,2,3,3,3,2,3,4,2,3,3,4,3,3,3,4,2,2,3,5,1,4,4,5,1,4,4,5,2,4,4,5,2,3,3,5,1,4,4,5,2,3,3,5,2,3,3,5,2,3,3,5,2,4,4,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,1,5,1,2,1,5,1,2,1,5,1,2,1,5,1,2,2,5,1,2,1,4,1,2,3,4,2,2,3,3,2,3,3,3,2,3,4,3,3,3,4,3,3,3,4,2,3,3,5,2,3,3,5,1,4,4,5,1,4,4,4,2,3,4,5,1,4,5,5,1,4,5,5,1,5,5,5,1,4,5,5,1,4,5,5,1,4,4,5,1,4,4,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5
